date,market,customer_code,product_code,channel,gross_sales_amount,return_sales_amount,signed_sales_amount
2020-02-01,Indonesia,90003180,A0620150303,Retailer,195.55,0.0,195.55
2020-02-01,Indonesia,90003180,A0721150401,Retailer,1004.64,0.0,1004.64
2020-02-01,Indonesia,90003180,A0118150104,Retailer,90.85,0.0,90.85
2020-02-01,Indonesia,90003180,A3819150203,Retailer,18.86,0.0,18.86
2020-02-01,Indonesia,90003180,A1618150103,Retailer,63.65,0.0,63.65
2020-02-01,Indonesia,90003180,A1819150303,Retailer,194.68,0.0,194.68
2020-02-01,Indonesia,90003180,A1718150203,Retailer,223.24,0.0,223.24
2020-02-01,Indonesia,90003180,A0219150202,Retailer,737.99,0.0,737.99
2020-02-01,Indonesia,90003180,A0118150102,Retailer,626.39,0.0,626.39
2020-02-01,Indonesia,90003180,A1320150402,Retailer,4357.09,0.0,4357.09
2020-02-01,Indonesia,90003180,A1018150102,Retailer,3150.44,0.0,3150.44
2020-02-01,Indonesia,90003180,A1219150302,Retailer,1105.94,0.0,1105.94
2020-02-01,Indonesia,90003180,A1118150202,Retailer,0.0,1483.26,-1483.26
2020-02-01,Indonesia,90003180,A3920150305,Retailer,12.88,0.0,12.88
2020-02-01,Indonesia,90003180,A3819150205,Retailer,10.03,0.0,10.03
2020-02-01,Indonesia,90003180,A3718150105,Retailer,9.39,0.0,9.39
2020-02-01,Indonesia,90003180,A0220150203,Retailer,455.61,0.0,455.61
2020-02-01,Indonesia,90003180,A0118150103,Retailer,627.55,0.0,627.55
2020-02-01,Indonesia,90003180,A1819150304,Retailer,241.3,0.0,241.3
2020-02-01,Indonesia,90003180,A1618150104,Retailer,187.17,0.0,187.17
2020-02-01,Indonesia,90003180,A1718150204,Retailer,135.02,0.0,135.02
2020-02-01,Indonesia,90003180,A1018150103,Retailer,3022.79,0.0,3022.79
2020-02-01,Indonesia,90003180,A1320150403,Retailer,0.0,2799.3,-2799.3
2020-02-01,Indonesia,90003180,A1219150303,Retailer,3067.4,0.0,3067.4
2020-02-01,Indonesia,90003180,A1119150203,Retailer,1516.35,0.0,1516.35
2020-02-01,Indonesia,90003180,A1718150201,Retailer,62.2,0.0,62.2
2020-02-01,Indonesia,90003180,A1819150301,Retailer,176.16,0.0,176.16
2020-02-01,Indonesia,90003180,A1618150101,Retailer,38.42,0.0,38.42
2020-02-01,Indonesia,90003180,A4020150401,Retailer,25.93,0.0,25.93
2020-02-01,Indonesia,90003180,A3718150101,Retailer,0.0,7.63,-7.63
2020-02-01,Indonesia,90003180,A3818150201,Retailer,16.2,0.0,16.2
2020-02-01,Indonesia,90003180,A3920150301,Retailer,11.14,0.0,11.14
2020-02-01,Indonesia,90003180,A0219150201,Retailer,193.16,0.0,193.16
2020-02-01,Indonesia,90003180,A0118150101,Retailer,331.41,0.0,331.41
2020-02-01,Indonesia,90003180,A0320150301,Retailer,644.36,0.0,644.36
2020-02-01,Indonesia,90003180,A1319150401,Retailer,1836.98,0.0,1836.98
2020-02-01,Indonesia,90003180,A1420150501,Retailer,3259.46,0.0,3259.46
2020-02-01,Indonesia,90003180,A1018150101,Retailer,379.84,0.0,379.84
2020-02-01,Indonesia,90003180,A1219150301,Retailer,0.0,3178.13,-3178.13
2020-02-01,Indonesia,90003180,A1118150201,Retailer,2231.48,0.0,2231.48
2020-02-01,Indonesia,90003180,A4519110502,Retailer,1494.79,0.0,1494.79
2020-02-01,Indonesia,90003180,A4319110306,Retailer,1008.42,0.0,1008.42
2020-02-01,Indonesia,90003180,A4118110101,Retailer,513.57,0.0,513.57
2020-02-01,Indonesia,90003180,A4118110102,Retailer,770.93,0.0,770.93
2020-02-01,Indonesia,90003180,A4118110107,Retailer,968.81,0.0,968.81
2020-02-01,Indonesia,90003180,A4419110404,Retailer,974.84,0.0,974.84
2020-02-01,Indonesia,90003180,A4419110406,Retailer,1287.41,0.0,1287.41
2020-02-01,Indonesia,90003180,A4419110408,Retailer,1299.28,0.0,1299.28
2020-02-01,Indonesia,90003180,A4419110402,Retailer,0.0,1032.91,-1032.91
2020-02-01,Indonesia,90003180,A4218110205,Retailer,1213.56,0.0,1213.56
2020-02-01,Indonesia,90003180,A4218110207,Retailer,0.0,1073.41,-1073.41
2020-02-01,Indonesia,90003180,A4218110201,Retailer,720.74,0.0,720.74
2020-02-01,Indonesia,90003180,A4218110208,Retailer,0.0,826.18,-826.18
2020-02-01,Indonesia,90003180,A4318110301,Retailer,728.37,0.0,728.37
2020-02-01,Indonesia,90003180,A4319110302,Retailer,686.12,0.0,686.12
2020-02-01,Indonesia,90003180,A4419110401,Retailer,716.95,0.0,716.95
2020-02-01,Indonesia,90003180,A4118110104,Retailer,524.64,0.0,524.64
2020-02-01,Indonesia,90003180,A4118110105,Retailer,570.62,0.0,570.62
2020-02-01,Indonesia,90003180,A4218110202,Retailer,637.75,0.0,637.75
2020-02-01,Indonesia,90003180,A4319110305,Retailer,672.51,0.0,672.51
2020-02-01,Indonesia,90003180,A4519110501,Retailer,0.0,783.14,-783.14
2020-02-01,Indonesia,90003180,A4218110204,Retailer,538.77,0.0,538.77
2020-02-01,Indonesia,90003180,A4319110304,Retailer,0.0,485.36,-485.36
2020-02-01,Indonesia,90003180,A4520110504,Retailer,0.0,609.66,-609.66
2020-02-01,Indonesia,90003180,A4419110407,Retailer,0.0,422.46,-422.46
2020-02-01,Indonesia,90003180,A4218110206,Retailer,0.0,221.37,-221.37
2020-02-01,Indonesia,90003180,A4419110405,Retailer,309.02,0.0,309.02
2020-02-01,Indonesia,90003180,A4118110106,Retailer,171.31,0.0,171.31
2020-02-01,Indonesia,90003180,A5318110101,Retailer,0.0,560.89,-560.89
2020-02-01,Indonesia,90003180,A5318110105,Retailer,537.77,0.0,537.77
2020-02-01,Indonesia,90003180,A5519110302,Retailer,581.12,0.0,581.12
2020-02-01,Indonesia,90003180,A5519110303,Retailer,508.46,0.0,508.46
2020-02-01,Indonesia,90003180,A5519110304,Retailer,629.71,0.0,629.71
2020-02-01,Indonesia,90003180,A5620110401,Retailer,624.26,0.0,624.26
2020-02-01,Indonesia,90003180,A5620110402,Retailer,665.65,0.0,665.65
2020-02-01,Indonesia,90003180,A5621110407,Retailer,663.24,0.0,663.24
2020-02-01,Indonesia,90003180,A5419110204,Retailer,572.48,0.0,572.48
2020-02-01,Indonesia,90003180,A5419110205,Retailer,564.86,0.0,564.86
2020-02-01,Indonesia,90003180,A6720160103,Retailer,956.93,0.0,956.93
2020-02-01,Indonesia,90003180,A6818160201,Retailer,206.37,0.0,206.37
2020-02-01,Indonesia,90003180,A7119160103,Retailer,2880.08,0.0,2880.08
2020-02-01,Indonesia,90003180,A7119160102,Retailer,922.87,0.0,922.87
2020-02-01,Indonesia,90003180,A7118160101,Retailer,2419.21,0.0,2419.21
2020-02-01,Indonesia,90003180,A7220160202,Retailer,1802.13,0.0,1802.13
2020-02-01,Indonesia,90003180,A7220160203,Retailer,2377.45,0.0,2377.45
2020-02-01,Indonesia,90003180,A7219160201,Retailer,2083.86,0.0,2083.86
2020-02-01,Indonesia,90003180,A6419160301,Retailer,0.0,3637.5,-3637.5
2020-02-01,Indonesia,90003180,A6419160302,Retailer,0.0,2548.65,-2548.65
2020-02-01,Indonesia,90003180,A6419160303,Retailer,1792.06,0.0,1792.06
2020-02-01,Indonesia,90003180,A6519160401,Retailer,872.05,0.0,872.05
2020-02-01,Indonesia,90003180,A6218160102,Retailer,865.28,0.0,865.28
2020-02-01,Indonesia,90003180,A6218160101,Retailer,317.89,0.0,317.89
2020-02-01,Indonesia,90003180,A6219160103,Retailer,1342.51,0.0,1342.51
2020-02-01,Indonesia,90003180,A6319160203,Retailer,1990.9,0.0,1990.9
2020-02-01,Indonesia,90003180,A6319160201,Retailer,2540.51,0.0,2540.51
2020-02-01,Indonesia,90003180,A6319160202,Retailer,1747.21,0.0,1747.21
2020-02-01,Indonesia,90003180,A6018110102,Retailer,0.0,396.26,-396.26
2020-02-01,Indonesia,90003180,A6019110107,Retailer,374.21,0.0,374.21
2020-02-01,Indonesia,90003180,A5520110305,Retailer,313.62,0.0,313.62
2020-02-01,Indonesia,90003180,A5520110307,Retailer,300.05,0.0,300.05
2020-02-01,Indonesia,90003180,A5520110308,Retailer,282.6,0.0,282.6
2020-02-01,Indonesia,90003180,A5318110104,Retailer,272.0,0.0,272.0
2020-02-01,Indonesia,90003180,A5318110108,Retailer,292.97,0.0,292.97
2020-02-01,Indonesia,90003180,A5318110103,Retailer,252.91,0.0,252.91
2020-02-01,Indonesia,90003180,A5318110107,Retailer,282.53,0.0,282.53
2020-02-01,Indonesia,90003180,A5318110102,Retailer,268.61,0.0,268.61
2020-02-01,Indonesia,90003180,A5621110408,Retailer,292.89,0.0,292.89
2020-02-01,Indonesia,90003180,A5621110403,Retailer,0.0,322.4,-322.4
2020-02-01,Indonesia,90003180,A5621110405,Retailer,281.56,0.0,281.56
2020-02-01,Indonesia,90003180,A5621110404,Retailer,0.0,264.76,-264.76
2020-02-01,Indonesia,90003180,A5721110501,Retailer,316.37,0.0,316.37
2020-02-01,Indonesia,90003180,A5419110203,Retailer,265.38,0.0,265.38
2020-02-01,Indonesia,90003180,A5419110202,Retailer,297.17,0.0,297.17
2020-02-01,Indonesia,90003180,A5419110208,Retailer,298.68,0.0,298.68
2020-02-01,Indonesia,90003180,A5419110201,Retailer,263.21,0.0,263.21
2020-02-01,Indonesia,90003180,A5419110207,Retailer,0.0,301.38,-301.38
2020-02-01,Indonesia,70003181,A6720160103,Direct,1724.0,0.0,1724.0
2020-02-01,Indonesia,70003181,A6818160201,Direct,318.04,0.0,318.04
2020-02-01,Indonesia,70003181,A7119160103,Direct,5506.7,0.0,5506.7
2020-02-01,Indonesia,70003181,A7119160102,Direct,0.0,5598.36,-5598.36
2020-02-01,Indonesia,70003181,A7118160101,Direct,3711.38,0.0,3711.38
2020-02-01,Indonesia,70003181,A7220160203,Direct,2012.8,0.0,2012.8
2020-02-01,Indonesia,70003181,A7220160202,Direct,0.0,7581.78,-7581.78
2020-02-01,Indonesia,70003181,A7219160201,Direct,0.0,2248.15,-2248.15
2020-02-01,Indonesia,70003181,A6419160302,Direct,2776.05,0.0,2776.05
2020-02-01,Indonesia,70003181,A6419160303,Direct,3650.45,0.0,3650.45
2020-02-01,Indonesia,70003181,A6419160301,Direct,2196.64,0.0,2196.64
2020-02-01,Indonesia,70003181,A6519160401,Direct,0.0,1073.0,-1073.0
2020-02-01,Indonesia,70003181,A6218160102,Direct,1498.87,0.0,1498.87
2020-02-01,Indonesia,70003181,A6218160101,Direct,738.9,0.0,738.9
2020-02-01,Indonesia,70003181,A6219160103,Direct,1878.86,0.0,1878.86
2020-02-01,Indonesia,70003181,A6319160202,Direct,3558.86,0.0,3558.86
2020-02-01,Indonesia,70003181,A6319160201,Direct,3625.79,0.0,3625.79
2020-02-01,Indonesia,70003181,A6319160203,Direct,4058.72,0.0,4058.72
2020-02-01,Indonesia,70003181,A5620110402,Direct,832.81,0.0,832.81
2020-02-01,Indonesia,70003181,A5621110407,Direct,774.0,0.0,774.0
2020-02-01,Indonesia,70003181,A5519110303,Direct,0.0,619.28,-619.28
2020-02-01,Indonesia,70003181,A5520110307,Direct,0.0,706.12,-706.12
2020-02-01,Indonesia,70003181,A5520110308,Direct,719.82,0.0,719.82
2020-02-01,Indonesia,70003181,A5318110105,Direct,0.0,681.43,-681.43
2020-02-01,Indonesia,70003181,A5419110208,Direct,724.48,0.0,724.48
2020-02-01,Indonesia,70003181,A4419110402,Direct,686.92,0.0,686.92
2020-02-01,Indonesia,70003181,A4419110407,Direct,645.17,0.0,645.17
2020-02-01,Indonesia,70003181,A4318110301,Direct,781.56,0.0,781.56
2020-02-01,Indonesia,70003181,A4319110302,Direct,710.35,0.0,710.35
2020-02-01,Indonesia,70003181,A4519110501,Direct,982.54,0.0,982.54
2020-02-01,Indonesia,70003181,A4218110201,Direct,662.51,0.0,662.51
2020-02-01,Indonesia,70003181,A4419110401,Direct,1061.45,0.0,1061.45
2020-02-01,Indonesia,70003181,A4419110408,Direct,1337.17,0.0,1337.17
2020-02-01,Indonesia,70003181,A4519110502,Direct,1381.73,0.0,1381.73
2020-02-01,Indonesia,70003181,A4118110104,Direct,856.97,0.0,856.97
2020-02-01,Indonesia,70003181,A4218110205,Direct,1229.11,0.0,1229.11
2020-02-01,Indonesia,70003181,A4319110306,Direct,1245.46,0.0,1245.46
2020-02-01,Indonesia,70003181,A4419110405,Direct,0.0,1573.1,-1573.1
2020-02-01,Indonesia,70003181,A4419110406,Direct,0.0,1531.6,-1531.6
2020-02-01,Indonesia,70003181,A4118110102,Direct,1031.48,0.0,1031.48
2020-02-01,Indonesia,70003181,A4118110105,Direct,1103.88,0.0,1103.88
2020-02-01,Indonesia,70003181,A4218110204,Direct,1289.21,0.0,1289.21
2020-02-01,Indonesia,70003181,A4319110305,Direct,1472.37,0.0,1472.37
2020-02-01,Indonesia,70003181,A4218110202,Direct,1354.36,0.0,1354.36
2020-02-01,Indonesia,70003181,A4419110404,Direct,1727.31,0.0,1727.31
2020-02-01,Indonesia,70003181,A4218110206,Direct,0.0,433.14,-433.14
2020-02-01,Indonesia,70003181,A4218110208,Direct,414.73,0.0,414.73
2020-02-01,Indonesia,70003181,A4118110107,Direct,341.61,0.0,341.61
2020-02-01,Indonesia,70003181,A4118110106,Direct,328.03,0.0,328.03
2020-02-01,Indonesia,70003181,A4319110304,Direct,437.28,0.0,437.28
2020-02-01,Indonesia,70003181,A4520110504,Direct,629.5,0.0,629.5
2020-02-01,Indonesia,70003181,A4118110101,Direct,200.33,0.0,200.33
2020-02-01,Indonesia,70003181,A4218110207,Direct,291.97,0.0,291.97
2020-02-01,Indonesia,70003181,A5318110107,Direct,344.05,0.0,344.05
2020-02-01,Indonesia,70003181,A5318110104,Direct,336.81,0.0,336.81
2020-02-01,Indonesia,70003181,A5318110102,Direct,346.39,0.0,346.39
2020-02-01,Indonesia,70003181,A5318110101,Direct,368.09,0.0,368.09
2020-02-01,Indonesia,70003181,A5318110108,Direct,359.98,0.0,359.98
2020-02-01,Indonesia,70003181,A5318110103,Direct,344.36,0.0,344.36
2020-02-01,Indonesia,70003181,A5621110405,Direct,0.0,363.55,-363.55
2020-02-01,Indonesia,70003181,A5621110403,Direct,393.02,0.0,393.02
2020-02-01,Indonesia,70003181,A5620110401,Direct,406.01,0.0,406.01
2020-02-01,Indonesia,70003181,A5621110408,Direct,376.82,0.0,376.82
2020-02-01,Indonesia,70003181,A5721110501,Direct,354.13,0.0,354.13
2020-02-01,Indonesia,70003181,A5519110302,Direct,353.4,0.0,353.4
2020-02-01,Indonesia,70003181,A5519110304,Direct,400.73,0.0,400.73
2020-02-01,Indonesia,70003181,A5520110305,Direct,0.0,339.8,-339.8
2020-02-01,Indonesia,70003181,A5519110301,Direct,361.04,0.0,361.04
2020-02-01,Indonesia,70003181,A5419110201,Direct,372.66,0.0,372.66
2020-02-01,Indonesia,70003181,A5419110204,Direct,361.69,0.0,361.69
2020-02-01,Indonesia,70003181,A5419110207,Direct,355.08,0.0,355.08
2020-02-01,Indonesia,70003181,A5419110203,Direct,0.0,355.89,-355.89
2020-02-01,Indonesia,70003181,A5419110202,Direct,318.8,0.0,318.8
2020-02-01,Indonesia,70003181,A6018110102,Direct,486.44,0.0,486.44
2020-02-01,Indonesia,70003181,A6018110103,Direct,457.56,0.0,457.56
2020-02-01,Indonesia,70003181,A0118150104,Direct,970.53,0.0,970.53
2020-02-01,Indonesia,70003181,A3819150203,Direct,11.53,0.0,11.53
2020-02-01,Indonesia,70003181,A3920150303,Direct,14.9,0.0,14.9
2020-02-01,Indonesia,70003181,A3718150103,Direct,20.38,0.0,20.38
2020-02-01,Indonesia,70003181,A1618150103,Direct,215.73,0.0,215.73
2020-02-01,Indonesia,70003181,A1819150303,Direct,258.35,0.0,258.35
2020-02-01,Indonesia,70003181,A1718150203,Direct,87.31,0.0,87.31
2020-02-01,Indonesia,70003181,A0219150202,Direct,0.0,285.08,-285.08
2020-02-01,Indonesia,70003181,A0118150102,Direct,172.2,0.0,172.2
2020-02-01,Indonesia,70003181,A1320150402,Direct,0.0,1992.48,-1992.48
2020-02-01,Indonesia,70003181,A1018150102,Direct,1298.71,0.0,1298.71
2020-02-01,Indonesia,70003181,A1219150302,Direct,0.0,2397.94,-2397.94
2020-02-01,Indonesia,70003181,A1118150202,Direct,2775.54,0.0,2775.54
2020-02-01,Indonesia,70003181,A3920150305,Direct,0.0,31.29,-31.29
2020-02-01,Indonesia,70003181,A3718150105,Direct,22.04,0.0,22.04
2020-02-01,Indonesia,70003181,A0220150203,Direct,797.55,0.0,797.55
2020-02-01,Indonesia,70003181,A0118150103,Direct,555.51,0.0,555.51
2020-02-01,Indonesia,70003181,A1718150204,Direct,261.16,0.0,261.16
2020-02-01,Indonesia,70003181,A1819150304,Direct,107.42,0.0,107.42
2020-02-01,Indonesia,70003181,A1618150104,Direct,0.0,166.28,-166.28
2020-02-01,Indonesia,70003181,A1320150403,Direct,3141.19,0.0,3141.19
2020-02-01,Indonesia,70003181,A1018150103,Direct,3744.22,0.0,3744.22
2020-02-01,Indonesia,70003181,A1219150303,Direct,495.85,0.0,495.85
2020-02-01,Indonesia,70003181,A1119150203,Direct,2856.65,0.0,2856.65
2020-02-01,Indonesia,70003181,A1718150201,Direct,79.29,0.0,79.29
2020-02-01,Indonesia,70003181,A1819150301,Direct,183.42,0.0,183.42
2020-02-01,Indonesia,70003181,A1618150101,Direct,152.07,0.0,152.07
2020-02-01,Indonesia,70003181,A0320150301,Direct,901.46,0.0,901.46
2020-02-01,Indonesia,70003181,A0118150101,Direct,757.44,0.0,757.44
2020-02-01,Indonesia,70003181,A0219150201,Direct,464.89,0.0,464.89
2020-02-01,Indonesia,70003181,A4020150401,Direct,0.0,15.85,-15.85
2020-02-01,Indonesia,70003181,A3920150301,Direct,13.51,0.0,13.51
2020-02-01,Indonesia,70003181,A3718150101,Direct,21.27,0.0,21.27
2020-02-01,Indonesia,70003181,A3818150201,Direct,10.56,0.0,10.56
2020-02-01,Indonesia,70003181,A1319150401,Direct,1933.2,0.0,1933.2
2020-02-01,Indonesia,70003181,A1420150501,Direct,0.0,2593.74,-2593.74
2020-02-01,Indonesia,70003181,A1018150101,Direct,1925.51,0.0,1925.51
2020-02-01,Indonesia,70003181,A1118150201,Direct,0.0,1638.24,-1638.24
2020-02-01,Indonesia,70003181,A1219150301,Direct,3577.41,0.0,3577.41
2020-02-01,Indonesia,70003181,A0721150401,Direct,848.3,0.0,848.3
2020-02-01,Indonesia,70003181,A0621150307,Direct,708.02,0.0,708.02
2020-02-01,Indonesia,70003181,A0620150305,Direct,777.81,0.0,777.81
2020-02-01,Indonesia,70003181,A0619150302,Direct,1091.69,0.0,1091.69
2020-02-01,Indonesia,70003181,A0620150303,Direct,788.61,0.0,788.61
2020-02-01,Indonesia,70003181,A0619150301,Direct,242.92,0.0,242.92
2020-02-01,Indonesia,70003181,A0621150308,Direct,0.0,1474.51,-1474.51
2020-02-01,Indonesia,70003181,A0418150103,Direct,0.0,130.02,-130.02
2020-02-01,Indonesia,70003181,A0418150102,Direct,117.38,0.0,117.38
2020-02-01,Indonesia,70003181,A0418150101,Direct,610.72,0.0,610.72
2020-02-01,Indonesia,70003181,A0418150107,Direct,91.33,0.0,91.33
2020-02-01,Indonesia,70003181,A0418150108,Direct,0.0,738.66,-738.66
2020-02-01,Indonesia,70003181,A0418150105,Direct,0.0,528.9,-528.9
2020-02-01,Indonesia,70003181,A0519150205,Direct,0.0,680.53,-680.53
2020-02-01,Indonesia,70003181,A0519150207,Direct,904.01,0.0,904.01
2020-02-01,Indonesia,70003181,A0519150208,Direct,174.01,0.0,174.01
2020-02-01,Indonesia,70003181,A0519150201,Direct,109.08,0.0,109.08
2020-02-01,Indonesia,70003181,A0519150202,Direct,0.0,129.03,-129.03
2020-02-01,Indonesia,70003181,A0519150203,Direct,146.42,0.0,146.42
2020-02-01,Indonesia,70003181,A2319150302,Direct,1113.99,0.0,1113.99
2020-02-01,Indonesia,70003181,A2319150301,Direct,0.0,384.77,-384.77
2020-02-01,Indonesia,70003181,A2319150304,Direct,0.0,880.36,-880.36
2020-02-01,Indonesia,70003181,A2319150305,Direct,927.5,0.0,927.5
2020-02-01,Indonesia,70003181,A2319150306,Direct,1952.21,0.0,1952.21
2020-02-01,Indonesia,70003181,A2419150405,Direct,1268.86,0.0,1268.86
2020-02-01,Indonesia,70003181,A2419150404,Direct,656.2,0.0,656.2
2020-02-01,Indonesia,70003181,A2420150406,Direct,1802.02,0.0,1802.02
2020-02-01,Indonesia,70003181,A2419150402,Direct,845.98,0.0,845.98
2020-02-01,Indonesia,70003181,A2419150401,Direct,1399.43,0.0,1399.43
2020-02-01,Indonesia,70003181,A2118150101,Direct,0.0,528.92,-528.92
2020-02-01,Indonesia,70003181,A2118150102,Direct,654.09,0.0,654.09
2020-02-01,Indonesia,70003181,A2118150104,Direct,435.07,0.0,435.07
2020-02-01,Indonesia,70003181,A2118150105,Direct,0.0,355.06,-355.06
2020-02-01,Indonesia,70003181,A2118150106,Direct,934.15,0.0,934.15
2020-02-01,Indonesia,70003181,A2218150201,Direct,0.0,395.45,-395.45
2020-02-01,Indonesia,70003181,A2219150204,Direct,0.0,1011.73,-1011.73
2020-02-01,Indonesia,70003181,A2219150205,Direct,1390.82,0.0,1390.82
2020-02-01,Indonesia,70003181,A2219150206,Direct,222.82,0.0,222.82
2020-02-01,Indonesia,70003181,A2218150202,Direct,1215.25,0.0,1215.25
2020-02-01,Indonesia,70003181,A2918150106,Direct,1438.82,0.0,1438.82
2020-02-01,Indonesia,70003181,A2918150105,Direct,0.0,389.35,-389.35
2020-02-01,Indonesia,70003181,A2918150104,Direct,449.73,0.0,449.73
2020-02-01,Indonesia,70003181,A2918150101,Direct,198.45,0.0,198.45
2020-02-01,Indonesia,70003181,A2918150102,Direct,918.57,0.0,918.57
2020-02-01,Indonesia,70003181,A3119150301,Direct,333.97,0.0,333.97
2020-02-01,Indonesia,70003181,A3120150306,Direct,448.07,0.0,448.07
2020-02-01,Indonesia,70003181,A3119150302,Direct,2105.51,0.0,2105.51
2020-02-01,Indonesia,70003181,A3120150305,Direct,1052.45,0.0,1052.45
2020-02-01,Indonesia,70003181,A3120150304,Direct,1613.21,0.0,1613.21
2020-02-01,Indonesia,70003181,A3220150401,Direct,1001.69,0.0,1001.69
2020-02-01,Indonesia,70003181,A3220150402,Direct,3065.54,0.0,3065.54
2020-02-01,Indonesia,70003181,A3220150406,Direct,1749.05,0.0,1749.05
2020-02-01,Indonesia,70003181,A3220150404,Direct,2126.97,0.0,2126.97
2020-02-01,Indonesia,70003181,A3220150405,Direct,2830.53,0.0,2830.53
2020-02-01,Indonesia,70003181,A3320150501,Direct,1772.0,0.0,1772.0
