date,market,customer_code,product_code,channel,gross_sales_amount,return_sales_amount,signed_sales_amount
2020-12-01,South Korea,80007196,A4620110605,Distributor,20623.2,0.0,20623.2
2020-12-01,South Korea,80007196,A4620110606,Distributor,11698.3,0.0,11698.3
2020-12-01,South Korea,80007196,A4620110607,Distributor,0.0,6855.68,-6855.68
2020-12-01,South Korea,80007196,A4620110608,Distributor,0.0,6537.97,-6537.97
2020-12-01,South Korea,80007196,A4720110701,Distributor,22466.26,0.0,22466.26
2020-12-01,South Korea,80007196,A4720110702,Distributor,8173.4,0.0,8173.4
2020-12-01,South Korea,80007196,A4721110704,Distributor,13282.35,0.0,13282.35
2020-12-01,South Korea,80007196,A4721110705,Distributor,5527.62,0.0,5527.62
2020-12-01,South Korea,80007196,A4218110201,Distributor,12875.73,0.0,12875.73
2020-12-01,South Korea,80007196,A4218110202,Distributor,6011.82,0.0,6011.82
2020-12-01,South Korea,80007196,A4218110204,Distributor,6811.96,0.0,6811.96
2020-12-01,South Korea,80007196,A4218110205,Distributor,15056.04,0.0,15056.04
2020-12-01,South Korea,80007196,A4218110206,Distributor,7041.28,0.0,7041.28
2020-12-01,South Korea,80007196,A4218110207,Distributor,12980.45,0.0,12980.45
2020-12-01,South Korea,80007196,A4218110208,Distributor,0.0,11935.87,-11935.87
2020-12-01,South Korea,80007196,A5419110201,Distributor,15156.03,0.0,15156.03
2020-12-01,South Korea,80007196,A5419110202,Distributor,0.0,9367.04,-9367.04
2020-12-01,South Korea,80007196,A5419110203,Distributor,0.0,14856.38,-14856.38
2020-12-01,South Korea,80007196,A5419110204,Distributor,14425.35,0.0,14425.35
2020-12-01,South Korea,80007196,A5419110205,Distributor,2925.98,0.0,2925.98
2020-12-01,South Korea,80007196,A5419110207,Distributor,15814.6,0.0,15814.6
2020-12-01,South Korea,80007196,A5419110208,Distributor,4370.35,0.0,4370.35
2020-12-01,South Korea,80007196,A5318110103,Distributor,3263.45,0.0,3263.45
2020-12-01,South Korea,80007196,A5318110104,Distributor,3058.22,0.0,3058.22
2020-12-01,South Korea,80007196,A5318110105,Distributor,11365.04,0.0,11365.04
2020-12-01,South Korea,80007196,A5318110107,Distributor,9219.52,0.0,9219.52
2020-12-01,South Korea,80007196,A5318110108,Distributor,5714.19,0.0,5714.19
2020-12-01,South Korea,80007196,A5519110301,Distributor,14251.18,0.0,14251.18
2020-12-01,South Korea,80007196,A5519110302,Distributor,13790.88,0.0,13790.88
2020-12-01,South Korea,80007196,A5519110303,Distributor,16386.26,0.0,16386.26
2020-12-01,South Korea,80007196,A5519110304,Distributor,10898.91,0.0,10898.91
2020-12-01,South Korea,80007196,A5520110305,Distributor,0.0,7409.63,-7409.63
2020-12-01,South Korea,80007196,A5520110307,Distributor,7710.37,0.0,7710.37
2020-12-01,South Korea,80007196,A5520110308,Distributor,10009.53,0.0,10009.53
2020-12-01,South Korea,80007196,A5620110401,Distributor,10371.26,0.0,10371.26
2020-12-01,South Korea,80007196,A5620110402,Distributor,0.0,10831.94,-10831.94
2020-12-01,South Korea,80007196,A5621110403,Distributor,15706.6,0.0,15706.6
2020-12-01,South Korea,80007196,A5621110404,Distributor,9134.9,0.0,9134.9
2020-12-01,South Korea,80007196,A5621110405,Distributor,11762.04,0.0,11762.04
2020-12-01,South Korea,80007196,A5621110407,Distributor,0.0,8266.15,-8266.15
2020-12-01,South Korea,80007196,A5621110408,Distributor,14768.12,0.0,14768.12
2020-12-01,South Korea,80007196,A5721110501,Distributor,12927.71,0.0,12927.71
2020-12-01,South Korea,80007196,A5721110502,Distributor,13765.05,0.0,13765.05
2020-12-01,South Korea,80007196,A5721110503,Distributor,10844.57,0.0,10844.57
2020-12-01,South Korea,80007196,A5721110504,Distributor,0.0,7445.31,-7445.31
2020-12-01,South Korea,80007196,A5721110505,Distributor,0.0,4281.41,-4281.41
2020-12-01,South Korea,80007196,A6018110101,Distributor,3327.61,0.0,3327.61
2020-12-01,South Korea,80007196,A6018110102,Distributor,0.0,5351.2,-5351.2
2020-12-01,South Korea,80007196,A6018110103,Distributor,0.0,3027.64,-3027.64
2020-12-01,South Korea,80007196,A6018110105,Distributor,1399.96,0.0,1399.96
2020-12-01,South Korea,80007196,A6019110107,Distributor,3289.17,0.0,3289.17
2020-12-01,South Korea,80007196,A6019110108,Distributor,4263.79,0.0,4263.79
2020-12-01,South Korea,80007196,A6119110201,Distributor,7406.36,0.0,7406.36
2020-12-01,South Korea,80007196,A6119110202,Distributor,3827.29,0.0,3827.29
2020-12-01,South Korea,80007196,A6119110203,Distributor,0.0,7070.73,-7070.73
2020-12-01,South Korea,80007196,A6120110205,Distributor,5620.94,0.0,5620.94
2020-12-01,South Korea,80007196,A6720160103,Distributor,2871.95,0.0,2871.95
2020-12-01,South Korea,80007196,A6818160201,Distributor,0.0,1364.98,-1364.98
2020-12-01,South Korea,80007196,A6818160202,Distributor,6814.04,0.0,6814.04
2020-12-01,South Korea,80007196,A6819160203,Distributor,6043.81,0.0,6043.81
2020-12-01,South Korea,80007196,A7321160301,Distributor,8135.11,0.0,8135.11
2020-12-01,South Korea,80007196,A7321160302,Distributor,27869.53,0.0,27869.53
2020-12-01,South Korea,80007196,A7321160303,Distributor,51556.5,0.0,51556.5
2020-12-01,South Korea,80007196,A7219160201,Distributor,14436.23,0.0,14436.23
2020-12-01,South Korea,80007196,A7220160202,Distributor,0.0,13308.37,-13308.37
2020-12-01,South Korea,80007196,A7220160203,Distributor,9675.21,0.0,9675.21
2020-12-01,South Korea,80007196,A7118160101,Distributor,19999.16,0.0,19999.16
2020-12-01,South Korea,80007196,A7119160102,Distributor,15495.92,0.0,15495.92
2020-12-01,South Korea,80007196,A7119160103,Distributor,16450.59,0.0,16450.59
2020-12-01,South Korea,80007196,A6419160301,Distributor,0.0,16598.3,-16598.3
2020-12-01,South Korea,80007196,A6419160302,Distributor,24795.8,0.0,24795.8
2020-12-01,South Korea,80007196,A6419160303,Distributor,26629.76,0.0,26629.76
2020-12-01,South Korea,80007196,A6519160401,Distributor,13847.63,0.0,13847.63
2020-12-01,South Korea,80007196,A6520160402,Distributor,14515.21,0.0,14515.21
2020-12-01,South Korea,80007196,A6520160403,Distributor,22564.55,0.0,22564.55
2020-12-01,South Korea,80007196,A6620160501,Distributor,31948.21,0.0,31948.21
2020-12-01,South Korea,80007196,A6319160201,Distributor,13071.97,0.0,13071.97
2020-12-01,South Korea,80007196,A6319160202,Distributor,29753.39,0.0,29753.39
2020-12-01,South Korea,80007196,A6319160203,Distributor,19019.75,0.0,19019.75
2020-12-01,South Korea,80007196,A6218160101,Distributor,12464.83,0.0,12464.83
2020-12-01,South Korea,80007196,A6218160102,Distributor,16980.13,0.0,16980.13
2020-12-01,South Korea,80007196,A6219160103,Distributor,19234.17,0.0,19234.17
2020-12-01,South Korea,80007196,A0118150104,Distributor,3604.84,0.0,3604.84
2020-12-01,South Korea,80007196,A3718150103,Distributor,302.84,0.0,302.84
2020-12-01,South Korea,80007196,A3819150203,Distributor,0.0,2094.72,-2094.72
2020-12-01,South Korea,80007196,A3920150303,Distributor,0.0,2777.36,-2777.36
2020-12-01,South Korea,80007196,A4021150403,Distributor,1801.2,0.0,1801.2
2020-12-01,South Korea,80007196,A1618150103,Distributor,3285.02,0.0,3285.02
2020-12-01,South Korea,80007196,A1718150203,Distributor,1101.07,0.0,1101.07
2020-12-01,South Korea,80007196,A1819150303,Distributor,0.0,2680.03,-2680.03
2020-12-01,South Korea,80007196,A1919150403,Distributor,5167.78,0.0,5167.78
2020-12-01,South Korea,80007196,A2021150503,Distributor,0.0,4449.2,-4449.2
2020-12-01,South Korea,80007196,A0118150102,Distributor,0.0,3101.94,-3101.94
2020-12-01,South Korea,80007196,A0219150202,Distributor,5974.93,0.0,5974.93
2020-12-01,South Korea,80007196,A0321150302,Distributor,8963.27,0.0,8963.27
2020-12-01,South Korea,80007196,A1018150102,Distributor,37895.5,0.0,37895.5
2020-12-01,South Korea,80007196,A1118150202,Distributor,22538.65,0.0,22538.65
2020-12-01,South Korea,80007196,A1219150302,Distributor,17781.14,0.0,17781.14
2020-12-01,South Korea,80007196,A1320150402,Distributor,0.0,39837.74,-39837.74
2020-12-01,South Korea,80007196,A1420150502,Distributor,8411.48,0.0,8411.48
2020-12-01,South Korea,80007196,A1521150602,Distributor,28147.55,0.0,28147.55
2020-12-01,South Korea,80007196,A3718150105,Distributor,0.0,2257.32,-2257.32
2020-12-01,South Korea,80007196,A3819150205,Distributor,1702.43,0.0,1702.43
2020-12-01,South Korea,80007196,A3920150305,Distributor,0.0,2120.21,-2120.21
2020-12-01,South Korea,80007196,A4021150405,Distributor,4254.1,0.0,4254.1
2020-12-01,South Korea,80007196,A0118150103,Distributor,6085.38,0.0,6085.38
2020-12-01,South Korea,80007196,A0220150203,Distributor,1076.42,0.0,1076.42
2020-12-01,South Korea,80007196,A0321150303,Distributor,0.0,7249.29,-7249.29
2020-12-01,South Korea,80007196,A1618150104,Distributor,0.0,2521.51,-2521.51
2020-12-01,South Korea,80007196,A1718150204,Distributor,3590.63,0.0,3590.63
2020-12-01,South Korea,80007196,A1819150304,Distributor,3571.7,0.0,3571.7
2020-12-01,South Korea,80007196,A1920150404,Distributor,0.0,3434.03,-3434.03
2020-12-01,South Korea,80007196,A1018150103,Distributor,19090.74,0.0,19090.74
2020-12-01,South Korea,80007196,A1119150203,Distributor,41227.19,0.0,41227.19
2020-12-01,South Korea,80007196,A1219150303,Distributor,19906.71,0.0,19906.71
2020-12-01,South Korea,80007196,A1320150403,Distributor,48266.11,0.0,48266.11
2020-12-01,South Korea,80007196,A1421150503,Distributor,6067.57,0.0,6067.57
2020-12-01,South Korea,80007196,A1618150101,Distributor,2045.42,0.0,2045.42
2020-12-01,South Korea,80007196,A1718150201,Distributor,1047.21,0.0,1047.21
2020-12-01,South Korea,80007196,A1819150301,Distributor,1737.02,0.0,1737.02
2020-12-01,South Korea,80007196,A1919150401,Distributor,7361.25,0.0,7361.25
2020-12-01,South Korea,80007196,A2020150501,Distributor,4758.97,0.0,4758.97
2020-12-01,South Korea,80007196,A3718150101,Distributor,1461.91,0.0,1461.91
2020-12-01,South Korea,80007196,A3818150201,Distributor,2222.25,0.0,2222.25
2020-12-01,South Korea,80007196,A3920150301,Distributor,1259.49,0.0,1259.49
2020-12-01,South Korea,80007196,A4020150401,Distributor,0.0,3042.04,-3042.04
2020-12-01,South Korea,80007196,A0118150101,Distributor,0.0,4755.01,-4755.01
2020-12-01,South Korea,80007196,A0219150201,Distributor,9228.43,0.0,9228.43
2020-12-01,South Korea,80007196,A0320150301,Distributor,0.0,6521.49,-6521.49
2020-12-01,South Korea,80007196,A1018150101,Distributor,26592.85,0.0,26592.85
2020-12-01,South Korea,80007196,A1118150201,Distributor,13041.1,0.0,13041.1
2020-12-01,South Korea,80007196,A1219150301,Distributor,14091.17,0.0,14091.17
2020-12-01,South Korea,80007196,A1319150401,Distributor,0.0,54453.02,-54453.02
2020-12-01,South Korea,80007196,A1420150501,Distributor,11204.48,0.0,11204.48
2020-12-01,South Korea,80007196,A1521150601,Distributor,37339.2,0.0,37339.2
2020-12-01,South Korea,80007196,A0921150601,Distributor,5595.97,0.0,5595.97
2020-12-01,South Korea,80007196,A0821150501,Distributor,3772.64,0.0,3772.64
2020-12-01,South Korea,80007196,A0821150503,Distributor,4645.69,0.0,4645.69
2020-12-01,South Korea,80007196,A0821150504,Distributor,11229.33,0.0,11229.33
2020-12-01,South Korea,80007196,A0721150401,Distributor,2380.75,0.0,2380.75
2020-12-01,South Korea,80007196,A0721150403,Distributor,5247.33,0.0,5247.33
2020-12-01,South Korea,80007196,A0721150404,Distributor,11620.94,0.0,11620.94
2020-12-01,South Korea,80007196,A0619150301,Distributor,0.0,5950.2,-5950.2
2020-12-01,South Korea,80007196,A0619150302,Distributor,8933.73,0.0,8933.73
2020-12-01,South Korea,80007196,A0620150303,Distributor,3701.2,0.0,3701.2
2020-12-01,South Korea,80007196,A0620150305,Distributor,0.0,6557.59,-6557.59
2020-12-01,South Korea,80007196,A0621150307,Distributor,8278.43,0.0,8278.43
2020-12-01,South Korea,80007196,A0621150308,Distributor,10279.05,0.0,10279.05
2020-12-01,South Korea,80007196,A0418150103,Distributor,4541.05,0.0,4541.05
2020-12-01,South Korea,80007196,A0418150105,Distributor,3569.81,0.0,3569.81
2020-12-01,South Korea,80007196,A0519150201,Distributor,0.0,6033.47,-6033.47
2020-12-01,South Korea,80007196,A0519150202,Distributor,6865.76,0.0,6865.76
2020-12-01,South Korea,80007196,A0519150203,Distributor,7537.01,0.0,7537.01
2020-12-01,South Korea,80007196,A0519150205,Distributor,1005.24,0.0,1005.24
2020-12-01,South Korea,80007196,A0519150207,Distributor,5712.81,0.0,5712.81
2020-12-01,South Korea,80007196,A0519150208,Distributor,8103.31,0.0,8103.31
2020-12-01,South Korea,80007196,A2319150301,Distributor,4903.13,0.0,4903.13
2020-12-01,South Korea,80007196,A2319150302,Distributor,7281.12,0.0,7281.12
2020-12-01,South Korea,80007196,A2319150304,Distributor,9405.97,0.0,9405.97
2020-12-01,South Korea,80007196,A2319150305,Distributor,13924.39,0.0,13924.39
2020-12-01,South Korea,80007196,A2319150306,Distributor,15521.83,0.0,15521.83
2020-12-01,South Korea,80007196,A2419150401,Distributor,3574.26,0.0,3574.26
2020-12-01,South Korea,80007196,A2419150402,Distributor,11022.87,0.0,11022.87
2020-12-01,South Korea,80007196,A2419150404,Distributor,15925.45,0.0,15925.45
2020-12-01,South Korea,80007196,A2419150405,Distributor,13029.99,0.0,13029.99
2020-12-01,South Korea,80007196,A2420150406,Distributor,8691.02,0.0,8691.02
2020-12-01,South Korea,80007196,A2720150701,Distributor,20728.88,0.0,20728.88
2020-12-01,South Korea,80007196,A2721150702,Distributor,10013.22,0.0,10013.22
2020-12-01,South Korea,80007196,A2721150704,Distributor,28277.06,0.0,28277.06
2020-12-01,South Korea,80007196,A2721150705,Distributor,4473.16,0.0,4473.16
2020-12-01,South Korea,80007196,A2721150706,Distributor,23689.37,0.0,23689.37
2020-12-01,South Korea,80007196,A2620150601,Distributor,0.0,9466.84,-9466.84
2020-12-01,South Korea,80007196,A2620150602,Distributor,19197.55,0.0,19197.55
2020-12-01,South Korea,80007196,A2620150604,Distributor,9289.77,0.0,9289.77
2020-12-01,South Korea,80007196,A2620150605,Distributor,2646.51,0.0,2646.51
2020-12-01,South Korea,80007196,A2620150606,Distributor,20363.23,0.0,20363.23
2020-12-01,South Korea,80007196,A2520150501,Distributor,0.0,17310.61,-17310.61
2020-12-01,South Korea,80007196,A2520150502,Distributor,13583.25,0.0,13583.25
2020-12-01,South Korea,80007196,A2520150504,Distributor,23666.25,0.0,23666.25
2020-12-01,South Korea,80007196,A2520150505,Distributor,24432.82,0.0,24432.82
2020-12-01,South Korea,80007196,A2520150506,Distributor,22918.87,0.0,22918.87
2020-12-01,South Korea,80007196,A2821150801,Distributor,25466.42,0.0,25466.42
2020-12-01,South Korea,80007196,A2218150201,Distributor,0.0,1121.68,-1121.68
2020-12-01,South Korea,80007196,A2218150202,Distributor,2112.74,0.0,2112.74
2020-12-01,South Korea,80007196,A2219150204,Distributor,0.0,2742.59,-2742.59
2020-12-01,South Korea,80007196,A2219150205,Distributor,6570.56,0.0,6570.56
2020-12-01,South Korea,80007196,A2219150206,Distributor,7860.41,0.0,7860.41
2020-12-01,South Korea,80007196,A2118150101,Distributor,1105.13,0.0,1105.13
2020-12-01,South Korea,80007196,A2118150102,Distributor,3508.42,0.0,3508.42
2020-12-01,South Korea,80007196,A2118150104,Distributor,0.0,3865.32,-3865.32
2020-12-01,South Korea,80007196,A2118150105,Distributor,3156.31,0.0,3156.31
2020-12-01,South Korea,80007196,A2118150106,Distributor,5640.71,0.0,5640.71
2020-12-01,South Korea,80007196,A2918150101,Distributor,4762.51,0.0,4762.51
2020-12-01,South Korea,80007196,A2918150102,Distributor,0.0,1463.41,-1463.41
2020-12-01,South Korea,80007196,A2918150104,Distributor,2303.4,0.0,2303.4
2020-12-01,South Korea,80007196,A2918150105,Distributor,2929.93,0.0,2929.93
2020-12-01,South Korea,80007196,A2918150106,Distributor,3080.77,0.0,3080.77
2020-12-01,South Korea,80007196,A3119150301,Distributor,9316.06,0.0,9316.06
2020-12-01,South Korea,80007196,A3119150302,Distributor,4793.77,0.0,4793.77
2020-12-01,South Korea,80007196,A3120150304,Distributor,3760.06,0.0,3760.06
2020-12-01,South Korea,80007196,A3120150305,Distributor,15725.82,0.0,15725.82
2020-12-01,South Korea,80007196,A3120150306,Distributor,13990.74,0.0,13990.74
2020-12-01,South Korea,80007196,A3220150401,Distributor,0.0,21775.13,-21775.13
2020-12-01,South Korea,80007196,A3220150402,Distributor,18037.64,0.0,18037.64
2020-12-01,South Korea,80007196,A3220150404,Distributor,17781.01,0.0,17781.01
2020-12-01,South Korea,80007196,A3220150405,Distributor,18483.79,0.0,18483.79
2020-12-01,South Korea,80007196,A3220150406,Distributor,9717.05,0.0,9717.05
2020-12-01,South Korea,80007196,A3320150501,Distributor,11252.11,0.0,11252.11
2020-12-01,South Korea,80007196,A3320150502,Distributor,20817.6,0.0,20817.6
2020-12-01,South Korea,80007196,A3320150504,Distributor,0.0,17625.35,-17625.35
2020-12-01,South Korea,80007196,A3320150505,Distributor,0.0,12494.17,-12494.17
2020-12-01,South Korea,80007196,A3320150506,Distributor,5989.06,0.0,5989.06
2020-12-01,South Korea,80007196,A3420150601,Distributor,8455.2,0.0,8455.2
2020-12-01,South Korea,80007196,A3420150602,Distributor,31927.33,0.0,31927.33
2020-12-01,South Korea,80007196,A3421150604,Distributor,33691.5,0.0,33691.5
2020-12-01,South Korea,80007196,A3421150605,Distributor,19421.54,0.0,19421.54
2020-12-01,South Korea,80007196,A3421150606,Distributor,0.0,38931.53,-38931.53
2020-12-01,South Korea,80007196,A3521150701,Distributor,21515.26,0.0,21515.26
2020-12-01,South Korea,80007196,A3521150702,Distributor,36378.37,0.0,36378.37
2020-12-01,South Korea,80007196,A3521150704,Distributor,39003.54,0.0,39003.54
2020-12-01,South Korea,80007196,A3521150705,Distributor,5518.66,0.0,5518.66
2020-12-01,South Korea,80007196,A3018150201,Distributor,3283.89,0.0,3283.89
2020-12-01,South Korea,80007196,A3018150202,Distributor,11122.21,0.0,11122.21
2020-12-01,South Korea,80007196,A3019150204,Distributor,3137.86,0.0,3137.86
2020-12-01,South Korea,80007196,A3019150205,Distributor,0.0,10758.53,-10758.53
2020-12-01,South Korea,80007196,A3019150206,Distributor,6719.25,0.0,6719.25
2020-12-01,South Korea,80007195,A2118150101,Distributor,2497.63,0.0,2497.63
2020-12-01,South Korea,80007195,A2118150102,Distributor,1542.73,0.0,1542.73
2020-12-01,South Korea,80007195,A2118150104,Distributor,4846.56,0.0,4846.56
2020-12-01,South Korea,80007195,A2118150105,Distributor,4347.38,0.0,4347.38
2020-12-01,South Korea,80007195,A2118150106,Distributor,1437.24,0.0,1437.24
2020-12-01,South Korea,80007195,A2218150201,Distributor,1266.13,0.0,1266.13
2020-12-01,South Korea,80007195,A2218150202,Distributor,0.0,9057.18,-9057.18
2020-12-01,South Korea,80007195,A2219150204,Distributor,4169.32,0.0,4169.32
2020-12-01,South Korea,80007195,A2219150205,Distributor,10978.75,0.0,10978.75
2020-12-01,South Korea,80007195,A2219150206,Distributor,11016.83,0.0,11016.83
2020-12-01,South Korea,80007195,A2319150301,Distributor,2681.62,0.0,2681.62
2020-12-01,South Korea,80007195,A2319150302,Distributor,3500.07,0.0,3500.07
2020-12-01,South Korea,80007195,A2319150304,Distributor,12398.41,0.0,12398.41
2020-12-01,South Korea,80007195,A2319150305,Distributor,0.0,16051.65,-16051.65
2020-12-01,South Korea,80007195,A2319150306,Distributor,12323.7,0.0,12323.7
2020-12-01,South Korea,80007195,A2419150401,Distributor,15532.45,0.0,15532.45
2020-12-01,South Korea,80007195,A2419150402,Distributor,12264.42,0.0,12264.42
2020-12-01,South Korea,80007195,A2419150404,Distributor,17122.85,0.0,17122.85
2020-12-01,South Korea,80007195,A2419150405,Distributor,13800.39,0.0,13800.39
2020-12-01,South Korea,80007195,A2420150406,Distributor,17617.14,0.0,17617.14
2020-12-01,South Korea,80007195,A2720150701,Distributor,20805.5,0.0,20805.5
2020-12-01,South Korea,80007195,A2721150702,Distributor,0.0,29255.07,-29255.07
2020-12-01,South Korea,80007195,A2721150704,Distributor,17512.69,0.0,17512.69
2020-12-01,South Korea,80007195,A2721150705,Distributor,16638.79,0.0,16638.79
2020-12-01,South Korea,80007195,A2721150706,Distributor,23452.53,0.0,23452.53
2020-12-01,South Korea,80007195,A2620150601,Distributor,0.0,3946.45,-3946.45
2020-12-01,South Korea,80007195,A2620150602,Distributor,0.0,16527.94,-16527.94
2020-12-01,South Korea,80007195,A2620150604,Distributor,5399.3,0.0,5399.3
2020-12-01,South Korea,80007195,A2620150605,Distributor,10165.95,0.0,10165.95
2020-12-01,South Korea,80007195,A2520150501,Distributor,5388.17,0.0,5388.17
2020-12-01,South Korea,80007195,A2520150502,Distributor,4723.62,0.0,4723.62
2020-12-01,South Korea,80007195,A2520150504,Distributor,2704.61,0.0,2704.61
2020-12-01,South Korea,80007195,A2520150505,Distributor,10203.69,0.0,10203.69
2020-12-01,South Korea,80007195,A2520150506,Distributor,9174.17,0.0,9174.17
2020-12-01,South Korea,80007195,A2821150801,Distributor,0.0,16439.72,-16439.72
2020-12-01,South Korea,80007195,A0921150601,Distributor,0.0,13264.73,-13264.73
2020-12-01,South Korea,80007195,A0821150501,Distributor,4496.5,0.0,4496.5
2020-12-01,South Korea,80007195,A0821150503,Distributor,0.0,6949.04,-6949.04
2020-12-01,South Korea,80007195,A0821150504,Distributor,0.0,11160.73,-11160.73
2020-12-01,South Korea,80007195,A0721150401,Distributor,0.0,9179.67,-9179.67
2020-12-01,South Korea,80007195,A0721150403,Distributor,10719.92,0.0,10719.92
2020-12-01,South Korea,80007195,A0721150404,Distributor,6206.73,0.0,6206.73
2020-12-01,South Korea,80007195,A0619150301,Distributor,0.0,5335.37,-5335.37
2020-12-01,South Korea,80007195,A0619150302,Distributor,2700.04,0.0,2700.04
2020-12-01,South Korea,80007195,A0620150303,Distributor,5389.96,0.0,5389.96
2020-12-01,South Korea,80007195,A0620150305,Distributor,5305.87,0.0,5305.87
2020-12-01,South Korea,80007195,A0621150307,Distributor,6944.24,0.0,6944.24
2020-12-01,South Korea,80007195,A0621150308,Distributor,4442.79,0.0,4442.79
2020-12-01,South Korea,80007195,A0418150103,Distributor,1253.23,0.0,1253.23
2020-12-01,South Korea,80007195,A0418150105,Distributor,0.0,5928.81,-5928.81
2020-12-01,South Korea,80007195,A0519150201,Distributor,6284.78,0.0,6284.78
2020-12-01,South Korea,80007195,A0519150202,Distributor,1260.97,0.0,1260.97
2020-12-01,South Korea,80007195,A0519150203,Distributor,9141.62,0.0,9141.62
2020-12-01,South Korea,80007195,A0519150205,Distributor,1993.81,0.0,1993.81
2020-12-01,South Korea,80007195,A0519150207,Distributor,0.0,5131.01,-5131.01
2020-12-01,South Korea,80007195,A0519150208,Distributor,9550.15,0.0,9550.15
2020-12-01,South Korea,80007195,A0118150104,Distributor,3557.83,0.0,3557.83
2020-12-01,South Korea,80007195,A3718150103,Distributor,271.56,0.0,271.56
2020-12-01,South Korea,80007195,A3819150203,Distributor,2492.14,0.0,2492.14
2020-12-01,South Korea,80007195,A3920150303,Distributor,2264.88,0.0,2264.88
2020-12-01,South Korea,80007195,A4021150403,Distributor,3023.74,0.0,3023.74
2020-12-01,South Korea,80007195,A1618150103,Distributor,2926.95,0.0,2926.95
2020-12-01,South Korea,80007195,A1718150203,Distributor,5610.69,0.0,5610.69
2020-12-01,South Korea,80007195,A1819150303,Distributor,4527.29,0.0,4527.29
2020-12-01,South Korea,80007195,A1919150403,Distributor,0.0,5688.33,-5688.33
2020-12-01,South Korea,80007195,A2021150503,Distributor,9922.24,0.0,9922.24
2020-12-01,South Korea,80007195,A0118150102,Distributor,0.0,5526.16,-5526.16
2020-12-01,South Korea,80007195,A0219150202,Distributor,1544.92,0.0,1544.92
2020-12-01,South Korea,80007195,A0321150302,Distributor,4213.6,0.0,4213.6
2020-12-01,South Korea,80007195,A1018150102,Distributor,28162.53,0.0,28162.53
2020-12-01,South Korea,80007195,A1118150202,Distributor,32603.0,0.0,32603.0
2020-12-01,South Korea,80007195,A1219150302,Distributor,26207.91,0.0,26207.91
2020-12-01,South Korea,80007195,A1320150402,Distributor,6558.28,0.0,6558.28
2020-12-01,South Korea,80007195,A1420150502,Distributor,13645.71,0.0,13645.71
2020-12-01,South Korea,80007195,A1521150602,Distributor,8681.52,0.0,8681.52
2020-12-01,South Korea,80007195,A3718150105,Distributor,0.0,2121.73,-2121.73
2020-12-01,South Korea,80007195,A3819150205,Distributor,1116.62,0.0,1116.62
2020-12-01,South Korea,80007195,A3920150305,Distributor,854.06,0.0,854.06
2020-12-01,South Korea,80007195,A4021150405,Distributor,3571.25,0.0,3571.25
2020-12-01,South Korea,80007195,A0118150103,Distributor,0.0,4637.88,-4637.88
2020-12-01,South Korea,80007195,A0220150203,Distributor,0.0,3314.7,-3314.7
2020-12-01,South Korea,80007195,A0321150303,Distributor,5643.98,0.0,5643.98
2020-12-01,South Korea,80007195,A1618150104,Distributor,0.0,1256.9,-1256.9
2020-12-01,South Korea,80007195,A1718150204,Distributor,1012.81,0.0,1012.81
2020-12-01,South Korea,80007195,A1819150304,Distributor,5730.62,0.0,5730.62
